Header2,header3,header4
801,65,THE CZTE-STOP-DATE CANNOT BE LESS THAN THE CZTE-START-DATE.
801,66,MBR WAS CREDITED FOR ENTITLEMENTS APPLICABLE TO A DELETED ACTIVE DUTY PERIOD-RPT DELETE TRANS.
801,68,MASTER RECORD DOES NOT CONTAIN A CORRESPONDING ACTIVE DUTY PERIOD TO BE DELETED.
801,72,"""MBR NOT IN VALID PAY STATUS (I.E. UA"
803,3,MEMBER NOT ATTACHED TO IRR FOR PERIOD REPORTED.  PAY GROUP CODE MUST BE IRR (00110 OR 00240).
803,2,EFFECTIVE DATE IS OVER ONE YEAR OLD.  D.O. MUST VERIFY THIS TRANSACTION.
803,BE,EFFECTIVE DATE MUST BE ON OR BEFORE MEMBER'S RESERVE ECC.
803,AA,TRANSACTION NOT VALID FOR MISSO INPUT.
803,24,MASTER RECORD DOES NOT CONTAIN A DEDUCTION FOR IRR MUSTER SGLI NECESSARY TO PROCESS DELETE.
803,23,TRAINING GROUP INVALID.  MUST BE 'H' FOR THIS TRANSACTION.
803,22,CRUC/FRUC IN MASTER RECORD MUST BE 88801.
803,21,MUSTER RATES NOT CONTAINED ON TABLE FOR EFFDTD REPORTED.  CONTACT MISSO FOR ASSISTANCE.
803,20,ONLY ONE IRR MUSTER PERMITTED PER CALENDAR YEAR.
803,19,MASTER RECORD INDICATES ACTIVE DUTY PERIOD ON FILE FOR THE EFFECTIVE DATE REPORTED.
803,11,VALID REPORTING UNITS ARE 888XX OR 88900 THRU 88906.
803,13,MASTER RECORD DOES NOT CONTAIN A CORRESPONDING IRR MUSTER PERIOD TO BE DELETED.
803,14,MASTER RECORD DOES NOT CONTAIN A CREDIT FOR IRR MUSTER STIPEND NECESSARY TO PROCESS DELETE.
803,15,RECORD STATUS INVALID.  MUST BE '0' FOR THIS TRANSACTION.
803,16,PAY STATUS CODE MUST EQUAL 77000 OR 77100 FOR THIS TRANSACTION.
803,17,MASTER RECORD INDICATES DRILL ON FILE FOR EFFECTIVE DATE REPORTED.
803,18,MASTER RECORD INDICATES RETIREMENT CREDIT POINTS HAVE BEEN CREDITED FOR THE EFFECTIVE DATE REPORTED.
804,32,MASTER RECORD INDICATES MEMBER IS TRANSFERRED TO TEMPORARY ACTIVE DUTY OR EXTENDED ACTIVE DUTY IN EXCESS OF 30 DAYS.
804,CC,"""COVERAGE FOR REPORTED DATE MUST BE IN $10"
804,CB,"""COVERAGE FOR REPORTED DATE MUST BE IN $10"
804,CA,"""COVERAGE FOR REPORTED DATE MUST BE IN $10"
804,CD,"""COVERAGE FOR REPORTED DATE MUST BE IN $50"
804,AF,NO MATCHING PAY-GRADE FOR EFFECTIVE DATE.
804,AD,PAY GROUP CODE INDICATES CHANGE IN STATUS SINCE EFFECTIVE DATE.
804,AA,TRANSACTION NOT VALID FOR MISSO INPUT.
804,AG,CONTACT DFAS FOR ASSISTANCE.  OVERLAPPING COVERAGE.
805,F,"""TRANSACTION VALID FOR INPUT BY MISSO 17"
805,B,"""RESERVE MCD INVALID - MUST BE 01"
805,H,DUPLICATE TRANSACTION - INFORMATION ALREADY ON MASTER FILE.
806,27,"""INVALID TYPE CODE. MUST BE A"
806,28,THE BEGINNING OR ENDING DATE OF ACTIVE DUTY IS NOT A VALID DATE.
806,AA,TRANSACTION NOT VALID FOR MISSO INPUT.
806,59,DOD SERV COMP CAT CODE INCOMPATIBLE WITH PERIOD OF DUTY REPORTED.  CONTACT MISSO-17.
806,34,THE ENDING DATE OF ACTIVE DUTY MUST BE LESS THAN OR EQUAL TO ACTION DATE.
806,35,THE BEGINNING DATE OF ACTIVE DUTY MUST BE LESS THAN OR EQUAL TO ACTION DATE.
806,36,THE ENDING DATE MUST BE GREATER THAN BEGINNING DATE.
806,39,MASTER RECORD INDICATES MEMBER TRANSFERRED PRIOR TO ACDUTRA PERIOD.
806,40,MASTER RECORD INDICATES MEMBER JOINED IRR AFTER ACDUTRA PERIOD.
806,41,"""TRNGRP MUST BE A"
806,42,MASTER RECORD CONTAINS AN ABSENCE ON OR WITHIN PERIOD ACDUTRA REPORTED.
806,43,MASTER RECORD CONTAINS A DRILL/FHD ON OR WITHIN PERIOD REPORTED.
806,44,MASTER FILE CONTAINS A NON-PAID DRILL ON OR WITHIN PERIOD REPORTED.
806,45,ACDUTRA FALLS WITHIN A PERIOD OF ACTIVE DUTY NOW ON MASTER FILE.
806,46,INVALID TRANSACTION FOR TRNGRP OF 'P'.
806,48,MATCH FOR DELETE STATEMENT CANNOT BE FOUND IN MASTER RECORD.
806,49,ACTIVE DUTY PERIOD ALREADY EXIST ON MASTER FILE. NO UPDATE MADE.
806,50,MEMBERS RECORD DOES NOT CONTAIN A VALID ANNIVERSARY DATE. REPORT ANNIVERSARY DATE IAW PRIUM.
806,51,CONTACT MISSO-17 FOR ADJUSTMENT OF ACTIVE DUTY POINTS IN HISTORY ANNIVERSARY YEAR.
806,52,ACDU REPORTED CONTAINS DATES IN HISTORY ANNIVERSARY YEAR.  CONTACT MISSO-17 FOR ADJUSTMENT.
806,53,RECORD DOES NOT CONTAIN RETIREMENT REMARK/SERVICE SEGMENT FOR ACDU PERIOD.  CONTACT MISSO-17 FOR ADJUSTMENT.
806,54,INVALID DATE ENCOUNTERED.  RETIREMENT POINTS NOT ADJUSTED.  CONTACT MISSO-17.
806,55,RECORD DOES NOT CONTAIN A RESERVE RETIREMENT REMARK/SERVICE SEGMENT FOR ACDU PERIOD DELETED. CONTACT MISSO-17.
806,56,ADJ TO RETIREMENT POINTS WOULD PUT MBR IN NEGATIVE BALANCE.  NO ADJ MADE.  CONTACT MISSO-17.
806,57,ADJ TO ACCUM TOTAL ACDU DAYS WOULD PUT MBR IN NEGATIVE BALANCE.  NO ADJ MADE.  CONTACT MISSO-17.
807,AA,TRANSACTION VALID FOR HQMC INPUT ONLY.
807,AB,INVALID DOD TRNG CAT PAY GROUP FOR MARINE CORPS.
807,AC,ENCODED CODE NOT A VALID DOD-COMPCD-TRA-CAT ON TFTBL45.
810,AA,TRANSACTION CAN ONLY BE REPORTED VIA MARINE ONLINE (RUC 54887).
810,AB,REPORTED RAC ASSIGNMENT CODE MUST BE 1 THRU 5.
810,AQ,ASSIGNED RAC HAS BEEN ACKNOWLEDGED AND OR REPORTED FORCE PRESERVATION COUNCIL DATE PREVIOUSLY REPORTED.
810,AP,"""MEMBER HAS AN UN-ACKNOWLEDGED RAC ASSIGNMENT"
810,AM,MEMBER DOES NOT HAVE A RAC-INFO-194-RMK ON FILE.
810,AC,POINT OF CONTACT INFO MUST BE REPORTED WITH THIS TRANSACTION.
810,AD,FPC DATE CANNOT BE ZEROS OR FUTURE DATED.
810,AE,ACKNOWLEDGE DATE CANNOT BE ZEROS OR FUTURE DATED.
810,AF,ACKNOWLEDGE DATE MUST BE GREATER THAN THE FPC DATE.
810,AG,ASSIGNMENT RUC MUST BE VALID ON TABLE 01.
810,AH,ACKNOWLEDGING RUC MUST BE VALID ON TABLE 01.
810,AJ,REPORTED RAC AND FPC DATE DOES NOT MATCH MEMBERS RAC-INFO-194-RMK.
810,AK,REPORTED ACKNOWLEDGING UNITS RUC CANNOT BE THE SAME AS THE ASSIGNING UNITS RUC.
810,AL,REPORTED ACKNOWLEDGING UNITS RUC DOES NOT EXIST ON THE MEMBERS RAC-INFO-194-RMK.
813,J,THE RESERVE REPORTING UNIT CODE OF THE MASTER MUST BE AN IRR OR MTU REPORTING UNIT.
813,I,DATE OF LAST PHYSICAL EXAM INVALID. MUST BE LESS THAN ACTION DATE.
813,H,DATE OF LAST PHYSICAL EXAM INVALID.  DATE MUST BE YYYYMMDD FORMAT.
813,K,MEMBER MUST BE IN A RECSTAT OF 0 FOR THIS TRANSACTION.
814,H,"""INVALID CODE FOR PHYSICAL RISK CLASSIFICATION. MUST BE A"
815,AA,SCREENING DATE CANNOT BE FUTURE DATED.
815,AB,ENCODED COMPLETION DT IS INVALID
815,N,INVALID RESERVE COMPONENT CODE FOR REPORTED SCREENING INFORMATION.
815,M,SCREENING RESULT CODE IS INCOMPATIBLE WITH MEMBERS TRAINING CATEGORY PAY GROUP ON MASTER RECORD.
815,L,SCREENING RESULT CODE IS INCOMPATIBLE WITH MEMBERS RESERVE COMPONENT CODE ONMASTER RECORD.
815,J,"""SCREENING RESULT CODE INVALID. REFER TO MCTFS TABLE 71"
815,H,"""SCREENING COMPLETION DATE INVALID. REFER TO MCTFS TABLE 71"
815,G,SCREENING RESULT CODE VALID FOR ACTIVE DUTY UNIT INPUT ONLY. REFER TO MCTFSPRIUM.
815,F,SCREENING RESULT CODE VALID FOR RESERVE UNIT REPORTING ONLY. REFER TO MCTFSPRIUM.
816,AB,MEMBER HAS HAD A BAH DEPENDENCY CERTIFICATION DATE POSTED TO THE MASTER FILE.
816,AA,REPORTED DATE INVALID. NOT YYYYMMDD OR CANNOT BE FUTURE DATED.
818,B,DATE INVALID - DATE JOINED SMCR CANNOT BE GREATER THAN ACTION DATE.
818,F,DUPLICATE TRANSACTION - INFORMATION ALREADY ON MASTER FILE.
819,M,DELETE STATEMENT CANNOT BE PROCESSED. DOES NOT MATCH MASTER RECORD.
819,J,REPORTED DISPUTED DATA FLAG INVALID.
819,K,REPORTED DISPUTED DATA FLAG IS THE SAME AS THAT ON MASTER RECORD.
819,L,EFFECTIVE DATE ON MASTER RECORD MUST BE PRIOR TO REPORTED EFFECTIVE DATE.
819,AA,DISPUTED DATA FLAG OF R HAS BEEN REMOVED.  THE DISPUTE FLAG AND ORIGINAL EFF-DATE MUST BE REPORTED.
823,F,INVALID RUC - MUST BE ACTIVE DUTY I & I RUC
823,B,"""REPORTED RUC INVALID"
823,H,DUPLICATE TRANSACTION - INFORMATION IS ALREADY ON MASTER FILE.
823,G,INVALID RUC - CLOSEST I & I IS MISSO INPUT ONLY.
824,H,DUPLICATE TRANSACTION - INFORMATION IS ALREADY ON MASTER FILE.
824,G,INVALID RUC - INFORMATION IS MISSO INPUT ONLY.
824,F,INVALID RUC - MUST BE ACTIVE DUTY MARTD RUC
824,B,"""REPORTED RUC INVALID"
826,AE,EXECUTIVE ORDER MUST BE NUMERIC.
826,AF,MASTER RECORD IN INVOLUNTARY STATUS FOR OVER 24 MONTHS.  REPORT TTC 889 WITH A VOLUNTARY ACTIVATION STATUS CODE.
826,AG,NO VALID MROWS-ORDERS-HISTORY-861-RMK EXISTS FOR RPTD MOB DATE AND/OR COMP CODE 'KM'.  VERIFY MROWS-ORDERS-HISTORY-861-RMK.
826,AH,"""MROWS-ORDERS-HISTORY-861-RMK DOES NOT MATCH RPTD EAS"
826,AJ,MOB DATE NOT VALID WITH CRISIS CODE.  SEE TABLE 43.
826,AK,MOB DATE NOT VALID WITH ACTIVATION STATUS CODE.  SEE TABLE 75.
826,AS,MOB FAILED.  VERIFY AND REPORT RESERVE RECORD STATUS CODE IF REQUIRED.
826,AU,RESERVIST HAS MOBILIZED AND IS INBOUND TO YOUR COMMAND.  VERIFY AND REPORT JOIN.
826,AZ,"""MBR CANNOT BE INVOLUNTARY ACTIVATED FOR MORE THAN 1 YR PER TITLE 10"
826,Q,MASTER RECORD INDICATES MEMBER DOES NOT HAVE A VALID RECORD STATUS FOR MOBILIZATION.
826,BA,"""REPORTED COMMAND MCC INVALID"
826,BB,"""REPORTED MCC INVALID"
826,BK,REPORTED MONITORED COMMAND CODE NOT VALID ON MCC/RUC TABLE.
826,BR,MASTER RECORD IN INVOLUNTARY STATUS FOR OVER 24 MONTHS.  REPORT TTC 889 WITH A VOLUNTARY ACTIVATION STATUS CODE.
826,CC,REPORTED CRISIS CODE UNIQUE IDENTIFIER NOT FOUND ON TABLE.  REFER TO MCTFS TABLE 43 (CRISIS CODE TABLE).
826,CD,REPORTED START DATE OF MOBILIZATION DOES NOT FALL IN THE MEMBER'S CURRENT OPEN RESERVE PAY STATUS REMARK OCC.
826,CE,REPORTED EXEC ORDER DOES NOT MATCH THE EXEC ORDER ON TBL 43 AND HAS BEEN CHANGED.  VERIFY AND CORRECT RMK 165 IF NECESSARY.
826,F,MOBILIZATION STATUS CODE CONTAINED IN MASTER FILE INDICATES MBR ON DEFERMENT. PLS VERIFY.
826,G,REPORTED MOB MCC DOES NOT MATCH MOB MCC OF THE MASTER FILE.
826,GA,"""DUE TO MOBILIZATION STATUS"
826,GB,MEMBER WITH BONUS IN EFFECT. CONTACT HQMC(RAP) FOR ADOS APPROVAL AUTHORITY TO RETAIN BONUS ENTITLEMENT.
826,GD,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT SGLI RMK ON FILE.
826,GE,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT MTU-SGLI RMK ON FILE.
826,GF,MASTER RECORD INDICATES SGLI PREVIOUSLY TERMINATED.
826,GH,MASTER RECORD INDICATES TRAUMATIC SGLI COVERAGE PREVIOUSLY TERMINATED.
826,GI,MASTER RECORD REFLECTS MEMBER IS NOT IN CORRECT PAY GROUP FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
826,GJ,MR INDICATES A RESTRICTIVE DUTY LIMITATION CODE FOR MOBILIZATION.
826,H,DATE OF MOBILIZATION IS INVALID. CANNOT BE LESS THAN THE ACTION DATE.
826,I,EAS IS INVALID.  VALIDATE AND REPORT.
826,K,MASTER RECORD INDICATES INVALID STRENGTH CATEGORY FOR MOBILIZATION.
826,N,MASTER RECORD REFLECTS INVALID RESERVE COMPONENT CODE FOR OTHER SERVICE MEMBER.
826,O,MASTER RECORD REFLECTS MEMBER NOT IN A TAD OR ENROUTE AT IADT STATUS.
826,P,MASTER RECORD REFLECTS TRAINING GROUP INVALID FOR MOBILIZATION STATEMENT.
826,PS,COMPLETE SGLI DEDUCTION/CREDIT HISTORY NOT AVAILABLE.  MANUAL SGLI ADJUSTMENTS MAY BE REQUIRED.
826,AD,INVALID ACTIVATION STATUS CODE RPTD.  REFER TO TABLE 75 FOR VALID CODES.
826,AC,CRISIS CODE OR UNIQUE IDENTIFIER NOT VALID.
826,A9,MOBILIZATION DATE INVALID.  CANNOT BE FUTURE DATED MORE THAN ONE WEEK FROM ACTION DATE.
826,A8,"""SCREEN MBR FOR EXTEN"
826,A7,"""DUE TO FUTURE DATED MOBILIZATION EFFECTIVE DATE"
826,A6,EFFECTIVE DATE OF MOBILIZATION CANNOT BE BEFORE MEMBER JOINED PRESENT UNIT.
826,A5,MEMBER MOBILIZED WITH AN UNLIQUIDATED INDEBTEDNESS.  PAY ADJUSTMENT MAY BE REQUIRED.
826,A4,TRANSACTION PROCESSED.  VERIFY MOBILIZATION STATUS CONTAINED IN MASTER FILE.
826,B,MOBILIZATION STATUS CODE CONTAINED IN MASTER FILE INVALID FOR RPTD TRANSACTION. PLS VERIFY.
828,GT,NO OPEN DEPLOY/MOBILIZE RMK ON FILE TO CLOSE.  RESEARCH AND RE-REPORT IF NECESSARY.
828,GU,OPEN DEPLOY/MOBILIZE RMK ON FILE.  RESEARCH AND RE-REPORT IF NECESSARY.
828,GV,STATUS CODE MUST EITHER BE 'D' FOR DEPLOYED OR 'M' FOR MOBILIZED.
828,GX,MBR MAY OR MAY NOT BE ENTITLED TO RESPITE ABSENCE DUE TO REPORTING RETRO DATA.
828,GY,THE INPUT FROM DATE CANNOT BE GREATER THAN THE INPUT TO DATE.
828,GZ,COMP CODE INVALID FOR THIS TTC TO PROCESS.  RESEARCH AND RE-REPORT IF NECESSARY.
828,HK,MBR MUST HAVE A CLOSED CZTE 977 RMK OR A CLOSED INDIV LOC 179 RMK WITH A 'TO DT' THAT MATCHES THE RPT 'TO DT' OF THIS TRANS.
828,HL,REPORTED 'TO DATE' FOR THIS TRANS MUST MATCH THE MBRS 'TO DATE' OF THE CZTE 977 RMK.
828,MC,STOP PROCESSED PRIOR TO REACHING 120 DAY REQUIREMENT FOR PDMRA PERIOD.
828,HA,REPORTED FROM/TO OR DWELL DATE IS INVALID.
828,HB,MBR DOES NOT RATE THIS PERIOD OF PDMRA DUE TO NO MATCHING CZTE 977 RMK OR WAS NOT IN A PDMRA DESIG AREA.
828,HC,RETRO TRANSACTION MUST REPORT DATES EQ TO OR GREATER THAN 120 DAYS TO PROCESS.
828,HE,REPORTED DATE(S) OVERLAP WITH AN EXISTING DEPLOY/MOBILIZE SEQUENCE.  RESEARCH AND RE-REPORT AS REQUIRED.
828,HF,MBR MUST HAVE AN OPEN CZTE 977 RMK WITH A 'FROM DT' THAT MATCHES RPTD 'FROM DT' OF THIS TRANS AND BE IN A PDMRA DESIG AREA.
828,HG,RPTD 'FROM DATE' MUST EQUAL 'FROM DATE' ON 977 RMK OR 179 RMK TO PROCESS. ALSO LOCATION CD CANNOT EQ NUMERIC.
828,HJ,"""DEL/ERR SUCCESSFULLY PROCESSED"
828,GE,REPORTED DATE/DATES DUPLICATE/OVERLAP WITH AN EXISTING RESPITE ABSENCE SEQUENCE.  RESEARCH AND RE-REPORT AS REQUIRED.
828,GF,TRANSACTION RESTRICTED TO RUC '548XX'.  CONTACT YOUR MISSO FOR ASSISTANCE.
828,GG,"""DEL/ERR SUCCESSFULLY PROCESSED"
828,GL,TRANSACTION FROM/TO DATES CANNOT BE FUTURE DATED FOR RETRO DEPLOY/MOBILIZE REPORTING.
828,GM,MATCH FOR DEL AS ERRON CANNOT BE FOUND IN THE MASTER FILE.  RESEARCH       AND RE-REPORT IF NECESSARY.
828,GP,REPORTED RETRO DEPLOY/MOBILIZE OVERLAPS AN EXISTING 138 REMARK.  RESEARCH AND RE-REPORT IF NECESSARY.
829,H,PHA DATE INVALID - CANNOT BE FUTURE DATED
832,H,NUMBER OF DRILL POINTS MUST BE BETWEEN 00-72.
832,I,TRANSACTION INVALID FOR CURRENT REPORTING UNIT.
832,AC,TRANSACTION POSTED BUT EXCEEDS POINTS FOR NORMAL FISCAL YEAR.  VERIFY IF NECESSARY.
832,AB,FISCAL YEAR DRILLS ADJUSTED.  ADJUST ANNIVERSARY YEAR DRILLS IF NECESSARY.
832,AA,ADJUST REG DRILL POINTS POSTED BUT EXCEEDS POINTS NORMAL FOR FISCAL YEAR.  VERIFY IF NECESSARY.
833,F,ENCODED DATE IS NOT VALID.
833,B,NBR OF PTS BEING DEDUCTED PUTS MBR IN A NEGATIVE BALANCE
833,H,REPORTED STATEMENT FORMAT IS INVALID. CONTACT MISSO FOR ASSISTANCE.
833,W,MASTER REC DOES NOT CONTAIN AN R980 CAR RET/SEGMENT FOR NECESSARY FOR RPTD ADJUSTMENT.
833,I,"""FOR STATEMENT RPTED"
833,J,"""REPORTED STATEMENT VALID FOR MISSO"
833,N,MASTER RECORD DOES NOT CONTAIN A VALID ANNIVERSARY DATE. REPORT ANNIVERSARY DATE IAW PRIUM.
833,O,SERVFROM DATE RPTED IS NOT FOR PRIOR ANNIV YEAR.
834,AA,REPORTED REMARK AND/OR SEQ IS NOT ON THE MASTER FILE. VERIFY AND RESUBMIT.
834,AB,REPORTED TRANSACTION IS NOT VALID FOR RETIREES.
835,36,EXCESS AFTP REPORTED MUST BE 73 THRU 96.
835,34,EXCESS DRILLS REPORTED MUST BE 49 THRU 60.
835,33,TRANSACTION INVALID FOR A MBR AT IATD.
835,28,INVALID RUC FOR REPORTING EXCESS AFTP AUTH. NOTIFY 4TH MAW.
835,27,INVALID CRUC FOR REPORTING EXCESS DRILL/ATP/RMP AUTH.
835,50,MBR IS AUTHORIZED DRILLS IN EXCESS OF 48. REPORT IAW PRIUM.
835,53,MBR IS AUTHORIZED AFTP'S IN EXCESS OF 72. REPORT IAW MCTFS PRIUM.
835,51,PREVIOUS AUTH OF EXCESS DRILLS/AFTP/ATP/RMP'S HAVE BEEN DELETED AS ERRONEOUS.
836,AD,RPTD COMPETITIVE MATCH ALREADY EXISTS ON THE MR.
836,AE,REPORTED TRANSACTION IS NOT VALID FOR RETIREES.
836,H,RPTD WPN CODE IS NOT A VALID WPN CODE FOR THIS TIME. IT IS RESERVED FOR FUTURE USE.
836,I,REPORTED WEAPON CODE INVALID. SEE PRIUM FOR VALID CODES.
836,J,RPTD SCORE CAN'T BE GREATER THAN THE RPTD POSSIBLE SCORE.
836,K,RPTD BADGE IS A TEAM BADGE AND NOT VALID AS AN INDIVIDUAL BADGE
836,L,REPORTED BADGE IS INVALID
836,M,RPTD BADGE IS AN INDIVIDUAL BADGE AND IS NOT VALID AS A TEAM BADGE
837,AB,REPORTED TRANSACTION IS NOT VALID FOR RETIREES.
837,I,"""INVALID DATE. MUST BE NUMERIC"
837,H,DATE INVALID. TO DATE MUST BE GREATER THAN OR EQUAL THE FROM DATE.
838,AA,NO EXCEPTION REMARK TO DELETE
838,AB,REPORTED TRANSACTION IS NOT VALID FOR RETIREES.
838,AF,NO DISTINGUISHED INFO TO DELETE
838,AH,NO EXCEPTION INFO TO DELETE
838,B,INPUT RESTRICTED TO RUC 548XX
838,RP,MBR'S CURRENT PISTOL SCORE HAS BEEN DELETED.  REPORT PISTOL SCORE ASAP.
838,RR,MBR'S CURRENT RIFLE SCORE DELETED.  REPORT NEW RIFLE SCORE.
840,BI,REGULAR RIDT DRILL DATE 2 FISCAL YEAR IS GREATER THAN RESERVE SCHEDULED DRILL FISCAL YEAR.
840,CE,DAILY MUSTER MUST EQUAL A OR B WHEN NUMBER OF DRILLS IS 1.
840,BD,ENCODED NUMBER OF DRILLS DOES NOT EQUAL REMARK 864 NUMBER OF DRILLS FOR THE DRILL DATE.
840,BC,REGULAR RIDT DRILL DATE 2 IS INVALID.
840,BB,REGULAR RIDT DRILL DATE 1 IS INVALID.
840,BA,DATE OF RESERVE SCHEDULED DRILL IS INVALID.
840,AB,NUMBER OF DRILLS FOR NEW SCHEDULED DRILL DATE MUST BE EITHER 1 OR 2.
840,AA,NUMBER OF DRILLS FOR SCHEDULED DRILL DATE MUST BE EITHER 1 OR 2.
840,RG,REMARK 864 EXISTS FOR DRILL DATE.  REMARK NUMBER OF DRILLS PLUS ENCODED NUMBER OF DRILLS CANNOT EXCEED 2.
840,RF,REMARK 864 EXISTS FOR DRILL DATE.  ENCODED DAILY MUSTER CANNOT EQUAL THE REMARK DAILY MUSTER.
840,RE,REMARK 864 EXISTS FOR DRILL DATE.  CANNOT ADD ADDITIONAL MUSTERS WHEN EXISTING REMARK DAILY MUSTER IS SET TO C.
840,RD,"""REMARK 864 EXISTS FOR DRILL DATE"
840,RC,NUMBER OF DRILLS FOR NEW SCHEDULED DRILL DATE CANNOT EXCEED 2.
840,RB,RESERVE SCHEDULED DRILL 864 REMARK NOT FOUND FOR THIS DRILL DATE.
840,RA,EXISTING RESERVE SCHEDULED DRILL REMARK 864 CAN ONLY BE UPDATED WHEN IN A SCHEDULED STATUS.
840,CI,NEW DAILY MUSTER MUST EQUAL A OR B WHEN NEW NUMBER OF DRILLS IS 1.
840,CH,NEW DAILY MUSTER MUST EQUAL C WHEN NEW NUMBER OF DRILLS IS 2.
840,CG,DAILY MUSTER MUST EQUAL A OR B WHEN NUMBER OF DRILLS IS 1.
840,CF,DAILY MUSTER MUST EQUAL C WHEN NUMBER OF DRILLS IS 2.
840,CA,"""DAILY MUSTER MUST EQUAL A"
840,CB,DATE OF NEW RESERVE SCHEDULED DRILL IS INVALID.
840,CC,"""NEW DAILY MUSTER MUST EQUAL A"
840,CD,DAILY MUSTER MUST EQUAL C WHEN NUMBER OF DRILLS IS 2.
840,BH,REGULAR RIDT DRILL DATE 1 FISCAL YEAR IS GREATER THAN RESERVE SCHEDULED DRILL FISCAL YEAR.
841,BE,EFFECTIVE DATE MUST BE ON OR BEFORE MEMBER'S RESERVE ECC.
841,AW,"""STR CAT CODE EQUAL O"
841,AU,DOD SERV COMP INCOMPATIBLE WITH RES ACTIVE DUTY/DRILL/FHD/NONPD INACTIVE DUTY PRD.  RESUBMIT.
841,AT,ADJUSTMENT TO POINTS WOULD RESULT IN A NEGATIVE FHD BALANCE.  980 RMK HAS NOT BEEN UPDATED.
841,AS,MASTER RECORD DOES NOT CONTAIN A CURRENT OR PRIOR 980 RMK/SERV SEGMENT FOR THE FHD PERIOD BEING RPTD/DELETED.
841,AR,THE PERSTEMPO RMK HAS BEEN DELETED DUE TO THE REPORTING OF THIS TRANSACTION.  RESEARCH AND VERIFY.
841,AB,ACTION DATE MUST BE LESS THAN OR EQUAL TO TODAY'S DATE.
841,AA,FHD NOT VALID PRIOR TO 20000101.
841,AQ,MASTER RECORD DOES NOT CONTAIN A FHD DRILL FOR REPORTED DATE. DELETE NOT PROCESSED.
841,AP,MASTER RECORD DOES NOT CONTAIN CREDIT FOR FHD DRILL BEING DELETED.
841,AK,NECESSARY YEARS SERVICE NOT ON MASTER FILE. PRESENT YEARS SERVICE WAS UTILIZED.
841,AJ,NECESSARY PAY GRADE INFORMATION NOT ON MASTER FILE. PRESENT GRADE WAS UTILIZED.
841,AI,MEMBER NOT IN A VALID PAY STATUS FOR REPORTING FHD DRILL.
841,AH,MASTER RECORD ANNIVERSARY DATE IS NOT FUTURE DATED. REFER TO MCTFSPRIUM.
841,AG,FHD DRILL PLUS PREVIOUS DRILLS/ABSENSES/NONPAID DRILLS EXCEED MAX OF 2 PER DAY.
841,AF,FHD DRILLS RESTRICTED TO ONE PER DAY.
841,AE,MBR MAY NOT PERFORM FHD DRILL ON SAME DAY AS RMP DRILL.
841,GH,"""MEMBERS IN A NOE SIQ"
841,AC,ACTION DATE OF FHD DRILL CANNOT BE OLDER THAN PRIOR ANNIV YEAR.  D.O./MISSO MUST ADJUST.
841,AD,DATE OF FHD DRILL FALLS WITHIN A PERIOD OF ACTIVE DUTY ON MASTER FILE.
842,89,MBR HAS REACHED 48 REGULAR DRILLS FOR PRIOR FISCAL YEAR.
842,90,EXCEEDS AUTHORIZED PRIOR FY IDT PERIODS.
842,91,MBR HAS EXCEEDED 48 REG DRILLS MAX ALLOWED FOR PRIOR FISCAL YEAR. EXCESS DRILLS NOT AUTH.
842,92,MBR HAS EXCEEDED 48 REG DRILL MAX ALLOWED FOR CURRENT FISCAL YEAR. EXCESS DRILLS NOT AUTH.
842,74,MBR HAS RECEIVED THE MAXIMUM OF 96 DRILLS FOR THE CURRENT FISCAL YEAR.
842,75,MBR HAS EXCEEDED THE MAXIMUM OF 96 DRILLS FOR THE CURRENT FISCAL YEAR.
842,76,MBR HAS EXCEEDED THE MAXIMUM OF 96 COMBINED AFTP/ATP/RMP DRILLS FOR CURR FY.
842,77,MBR HAS REACHED MAXIMUM OF 84 COMBINED AFTP/ATP/RMP DRILLS FOR CURR FY.  PROPER AUTH IS REQUIRED.
842,78,MEMBER HAS RECEIVED THE MAXIMUM OF 84 AFTP DRILLS FOR THE PRIOR FISCAL YEAR.
842,79,MEMBER HAS EXCEEDED THE MAXIMUM OF 84 AFTP DRILLS FOR THE PRIOR FISCAL YEAR.
842,80,MBR HAS REACHED MAXIMUM OF 96 COMBINED AFTP/ATP/RMP DRILLS FOR CURRENT FISCAL YEAR.
842,81,MBR HAS REACHED MAXIMUM OF 84 COMBINED AFTP/ATP/RMP DRILLS FOR PRIOR FISCAL YEAR.  PROPER AUTH IS REQUIRED.
842,82,ACTION DATE GREATER THAN DATE TRANSFERRED. INFORMATION NEEDS TO BE REPORTED BY CRUC.
842,83,"""TRANSACTION RUC NOT EQUAL TO CURRENT"
842,84,MBR HAS REACHED MAXIMUM OF 96 COMBINED AFTP/ATP/RMP DRILLS FOR PRIOR FISCAL YEAR.
842,85,MBR HAS EXCEEDED THE MAXIMUM OF 96 COMBINED AFTP/ATP/RMP DRILLS FOR PRIOR FY.
842,87,ASED/OSD DATE INVALID. MANUAL PAY ADJUSTMENT MAY BE REQUIRED FOR AVIP.
